region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Southland,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,34.64
Southland,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,50.52
Southland,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,26.74
Southland,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,40.41
Southland,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,32.25
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,18.6
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,12.72
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,11.55
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,13.88
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,15.07
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,9.43
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,12.53
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,13.48
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,11.93
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,10.24
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,11.02
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,13.84
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,13.03
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,12.36
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,10.93
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,12.59
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,10.69
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,18.61
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,11.99
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,79.7
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,74.75
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,76.55
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,72.75
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,73.21
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,72.44
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,87.7
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,97.79
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,87.3
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,92.34
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,60.91
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,76.75
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,78.9
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,87.7
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,84.57
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,68.84
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,71.34
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,63.82
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,66.55
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,106.28
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,115.82
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,94.39
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,96.64
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,101
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,91.5
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,116.88
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,101.9
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,93.24
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,82.47
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,88.28
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,80.65
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,80.39
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,88.33
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,90.87
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,84.52
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,84.61
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,123.06
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,93.07
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,36.79
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,36.54
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,32.31
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,30.74
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,38.92
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,31.81
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,28.4
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,36.42
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,29.74
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,29.35
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,22.14
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,28.04
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,23.54
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,27.93
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,24.99
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,20.34
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,21.13
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,19.04
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,22.19
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,11.58
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,9.46
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,9.48
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,8.7
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,7.8
