year,nzsioc,nzsioc_descriptor,nzsioc_descriptor2,variable,units,magnitude,source,data_value
2020,AA311,Aquaculture,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3322.82
2021,AA311,Aquaculture,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.25
2021,AA311,Aquaculture,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2254.01
2022,AA311,Aquaculture,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.63
2022,AA311,Aquaculture,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1629.32
2023,AA311,Aquaculture,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.39
2023,AA311,Aquaculture,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1385.24
2024,AA311,Aquaculture,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.32
2024,AA311,Aquaculture,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1322.75
2007,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,320.76
2007,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,320764.53
2008,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,326.94
2008,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,326944.57
2009,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,333.5
2009,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,333504.8
2010,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,309.1
2010,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,309100.56
2011,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,299.95
2011,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,299951.8
2012,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,312.99
2012,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,312991.83
2013,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,284.81
2013,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,284810.15
2014,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,306.31
2014,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,306306.94
2015,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,240.34
2015,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,240336.04
2016,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,214.59
2016,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,214586.13
2017,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,151.34
2017,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,151340.87
2018,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,214.08
2018,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,214082.26
2019,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,227.98
2019,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,227981.36
2020,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,254.57
2020,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,254567.1
2021,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,244.89
2021,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,244887.88
2022,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,179.08
2022,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,179077.54
2023,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,147.64
2023,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,147642.64
2024,AA312,Fishing,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,136.48
2024,AA312,Fishing,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,136482.29
2007,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.46
2007,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,12455.44
2008,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.34
2008,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,8335.89
2009,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.9
2009,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5903.37
2010,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.36
2010,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5357.58
2011,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.98
2011,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4982.95
2012,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.35
2012,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5347.7
2013,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.71
2013,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3712.02
2014,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.96
2014,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3963.54
2015,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.86
2015,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3855.35
2016,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.81
2016,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3808.17
2017,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.46
2017,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3458.45
2018,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.62
2018,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3615.86
2019,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.53
2019,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3527.14
2020,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.59
2020,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4585.91
2021,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.72
2021,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4716.39
2022,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.29
2022,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3286.35
2023,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.37
2023,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3367.75
2024,AA321,Hunting and trapping,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.22
2024,AA321,Hunting and trapping,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3217.07
2007,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,106.55
2007,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,106553.07
2008,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,124.47
2008,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,124466.68
2009,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,105.48
2009,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,105476.69
2010,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,115.64
2010,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,115638.03
2011,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,119.94
2011,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,119935.2
2012,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,124.24
2012,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,124236.04
2013,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,130.73
2013,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,130728.88
2014,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,120.82
2014,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,120820.54
2015,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,109.22
2015,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,109221.55
2016,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,105.75
2016,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,105752.42
2017,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,104.62
2017,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,104618.4
2018,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,118.71
2018,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,118711.87
2019,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,89.9
2019,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,89898.4
2020,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,84.32
2020,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,84324.43
2021,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,95.88
2021,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,95877.23
2022,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,83.8
2022,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,83801.73
2023,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,73.47
2023,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,73468.34
2024,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,64.79
2024,AA322,"Agriculture, forestry and fishing support services",,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,64785.97
2007,BB111,Coal mining,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,440.27
2007,BB111,Coal mining,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,440274.61
2008,BB111,Coal mining,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,558.08
2008,BB111,Coal mining,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,558078.96
2009,BB111,Coal mining,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,654.83
2009,BB111,Coal mining,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,654834.98
2010,BB111,Coal mining,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,746.12
2010,BB111,Coal mining,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,746117.77
2011,BB111,Coal mining,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,608.83
2011,BB111,Coal mining,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,608830.17
2012,BB111,Coal mining,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,471.39
2012,BB111,Coal mining,,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,471393.85
